head,relation,tail
location_9729_7262,produces,solar_energy
location_2943_9299,hasSolarPotential,255.0
location_6318_289,hasSolarPotential,255.0
location_8156_713,produces,solar_energy
location_2378_1456,produces,solar_energy
location_7554_307,hasSolarPotential,255.0
location_9584_6770,hasSolarPotential,255.0
location_6736_4521,hasSolarPotential,255.0
location_10559_8607,hasSolarPotential,218.0
location_13850_2504,produces,solar_energy
location_1041_3263,produces,solar_energy
location_7866_9369,produces,solar_energy
location_13741_2820,hasSolarPotential,255.0
location_14146_3703,produces,solar_energy
location_7158_4641,produces,solar_energy
location_14082_8502,hasSolarPotential,255.0
location_10986_4742,hasSolarPotential,255.0
location_14031_9010,hasSolarPotential,255.0
location_7232_1617,produces,solar_energy
location_5870_126,produces,solar_energy
location_11750_1488,produces,solar_energy
location_7743_4536,hasSolarPotential,255.0
location_9797_8336,hasSolarPotential,253.0
location_12720_1639,produces,solar_energy
location_6980_1231,produces,solar_energy
location_12226_4343,hasSolarPotential,255.0
location_1661_7888,produces,solar_energy
location_13474_3357,hasSolarPotential,255.0
location_13153_6139,hasSolarPotential,255.0
location_3181_8721,hasSolarPotential,255.0
location_2882_6480,produces,solar_energy
location_9362_23,produces,solar_energy
location_4049_3991,produces,solar_energy
location_12633_1772,produces,solar_energy
location_8133_0,hasSolarPotential,255.0
location_4329_8,produces,solar_energy
location_4708_687,hasSolarPotential,255.0
location_3795_96,hasSolarPotential,255.0
location_1379_6943,produces,solar_energy
location_8071_7546,hasSolarPotential,227.0
location_12593_2701,produces,solar_energy
location_13478_7891,produces,solar_energy
location_10063_1198,produces,solar_energy
location_6509_5307,produces,solar_energy
location_72_6970,produces,solar_energy
location_11441_7991,hasSolarPotential,255.0
location_4904_5620,produces,solar_energy
location_1048_8306,hasSolarPotential,255.0
location_4261_1164,hasSolarPotential,255.0
location_1011_145,produces,solar_energy
location_3832_6637,produces,solar_energy
location_13025_7065,produces,solar_energy
location_7109_5257,produces,solar_energy
location_11555_7509,hasSolarPotential,193.0
location_12088_7448,produces,solar_energy
location_3877_3290,produces,solar_energy
location_2196_123,produces,solar_energy
location_12696_4184,hasSolarPotential,255.0
location_9749_4662,hasSolarPotential,255.0
location_2521_356,produces,solar_energy
location_7890_3929,hasSolarPotential,255.0
location_3365_7250,hasSolarPotential,255.0
location_8616_759,hasSolarPotential,255.0
location_13457_8378,produces,solar_energy
location_11929_6480,hasSolarPotential,242.0
location_9164_1355,hasSolarPotential,255.0
location_3915_9380,produces,solar_energy
location_13176_3635,hasSolarPotential,255.0
location_8813_5139,hasSolarPotential,255.0
location_10220_581,hasSolarPotential,255.0
location_10426_7103,hasSolarPotential,112.0
location_270_6937,hasSolarPotential,255.0
location_9077_4398,produces,solar_energy
location_12175_3778,hasSolarPotential,255.0
location_10287_7293,produces,solar_energy
location_5908_9030,hasSolarPotential,255.0
location_12646_1237,hasSolarPotential,255.0
location_10850_5353,produces,solar_energy
location_4533_8333,hasSolarPotential,255.0
location_151_6348,produces,solar_energy
location_3474_3251,hasSolarPotential,255.0
location_4775_6456,produces,solar_energy
location_3079_3126,hasSolarPotential,255.0
location_13856_7162,hasSolarPotential,255.0
location_9942_628,produces,solar_energy
location_8964_9176,hasSolarPotential,255.0
location_3608_105,hasSolarPotential,255.0
location_3682_130,hasSolarPotential,255.0
location_2052_7203,produces,solar_energy
location_13416_4822,produces,solar_energy
location_5861_1977,produces,solar_energy
location_8224_4252,produces,solar_energy
location_2676_6337,produces,solar_energy
location_13881_1130,hasSolarPotential,255.0
location_12537_162,produces,solar_energy
location_7869_628,produces,solar_energy
location_4443_2715,produces,solar_energy
location_2666_7230,produces,solar_energy
location_4384_2136,hasSolarPotential,255.0
location_7863_6158,produces,solar_energy
location_11934_2642,produces,solar_energy
location_7309_3964,produces,solar_energy
location_10353_4899,hasSolarPotential,255.0
location_3258_201,produces,solar_energy
location_10494_8140,hasSolarPotential,228.0
location_9047_7233,produces,solar_energy
location_4713_6261,hasSolarPotential,255.0
location_7271_8239,hasSolarPotential,255.0
location_3675_2179,produces,solar_energy
location_10303_5313,produces,solar_energy
location_2973_9004,hasSolarPotential,255.0
location_9194_5599,hasSolarPotential,255.0
location_270_5406,hasSolarPotential,255.0
location_10316_1124,produces,solar_energy
location_6798_6367,hasSolarPotential,255.0
location_3930_6773,hasSolarPotential,255.0
location_13227_7133,produces,solar_energy
location_6634_8603,hasSolarPotential,255.0
location_2005_2593,hasSolarPotential,255.0
location_2700_8521,hasSolarPotential,255.0
location_6279_636,hasSolarPotential,255.0
location_7075_4292,hasSolarPotential,255.0
location_11256_1920,produces,solar_energy
location_8200_5894,produces,solar_energy
location_1151_6499,hasSolarPotential,182.0
location_2792_2729,produces,solar_energy
location_13637_3567,produces,solar_energy
location_5211_7910,produces,solar_energy
location_1995_1914,produces,solar_energy
location_2052_7203,hasSolarPotential,196.0
location_5945_1303,hasSolarPotential,255.0
location_1773_1675,hasSolarPotential,255.0
location_1470_5374,produces,solar_energy
location_6180_7840,produces,solar_energy
location_12056_4377,produces,solar_energy
location_6499_5074,produces,solar_energy
location_3075_5984,produces,solar_energy
location_11200_1550,hasSolarPotential,255.0
location_3176_2003,produces,solar_energy
location_13605_4643,produces,solar_energy
location_5498_5960,hasSolarPotential,158.0
location_12320_3553,hasSolarPotential,255.0
location_6065_1064,hasSolarPotential,255.0
location_9824_8198,hasSolarPotential,242.0
location_2297_2888,produces,solar_energy
location_406_2543,produces,solar_energy
location_12881_2000,hasSolarPotential,255.0
location_773_2031,hasSolarPotential,255.0
location_10448_6379,produces,solar_energy
location_3316_6606,hasSolarPotential,255.0
location_13673_2131,produces,solar_energy
location_7835_7594,hasSolarPotential,229.0
location_11994_4613,produces,solar_energy
location_6153_1129,produces,solar_energy
location_5910_6059,hasSolarPotential,255.0
location_10469_6501,hasSolarPotential,227.0
location_4957_7971,produces,solar_energy
location_10683_1093,produces,solar_energy
location_9706_3827,hasSolarPotential,255.0
location_9936_7394,produces,solar_energy
location_6147_8478,produces,solar_energy
location_13169_9334,hasSolarPotential,255.0
location_2694_526,hasSolarPotential,206.0
location_6212_4475,produces,solar_energy
location_5093_5551,hasSolarPotential,255.0
location_13772_1886,produces,solar_energy
location_9081_4286,hasSolarPotential,255.0
location_13123_8860,hasSolarPotential,255.0
location_1653_3311,hasSolarPotential,243.0
location_2132_9171,produces,solar_energy
location_3435_8793,produces,solar_energy
location_5428_1486,produces,solar_energy
location_8198_3096,hasSolarPotential,255.0
location_662_4638,produces,solar_energy
location_3524_195,produces,solar_energy
location_8611_3391,produces,solar_energy
location_2257_2270,produces,solar_energy
location_8605_3872,produces,solar_energy
location_5583_1070,hasSolarPotential,255.0
location_11258_5446,hasSolarPotential,255.0
location_2103_1303,hasSolarPotential,255.0
location_3248_8495,produces,solar_energy
location_4891_7184,hasSolarPotential,255.0
location_11774_1899,produces,solar_energy
location_10696_1309,hasSolarPotential,255.0
location_2496_1675,hasSolarPotential,206.0
location_8276_8014,produces,solar_energy
location_9648_4731,produces,solar_energy
location_386_5947,produces,solar_energy
location_2278_3032,hasSolarPotential,255.0
location_2366_7038,produces,solar_energy
location_9577_8684,hasSolarPotential,253.0
location_12736_2666,produces,solar_energy
location_10951_6903,produces,solar_energy
location_2682_3206,produces,solar_energy
location_196_170,produces,solar_energy
location_1079_6699,hasSolarPotential,255.0
location_7740_5492,produces,solar_energy
location_9435_6479,produces,solar_energy
location_5125_6802,produces,solar_energy
location_967_8759,hasSolarPotential,255.0
location_11992_4821,hasSolarPotential,242.0
location_3374_1421,produces,solar_energy
location_7277_5293,hasSolarPotential,255.0
location_6249_7063,hasSolarPotential,252.0
location_10655_4368,produces,solar_energy
location_1754_9066,produces,solar_energy
location_412_3488,produces,solar_energy
location_10940_645,hasSolarPotential,255.0
location_2447_9324,hasSolarPotential,255.0
location_13044_6783,hasSolarPotential,255.0
location_11603_3146,produces,solar_energy
location_10021_6490,hasSolarPotential,255.0
location_621_7775,produces,solar_energy
location_7479_9091,produces,solar_energy
location_10520_7069,hasSolarPotential,226.0
location_4591_8245,produces,solar_energy
location_491_6937,hasSolarPotential,255.0
location_11132_1312,hasSolarPotential,255.0
location_4833_9397,hasSolarPotential,255.0
location_9154_3189,produces,solar_energy
location_3769_7590,produces,solar_energy
location_9248_885,produces,solar_energy
location_4439_3058,hasSolarPotential,255.0
location_13214_6861,produces,solar_energy
location_3097_4839,hasSolarPotential,255.0
location_253_1298,produces,solar_energy
location_10435_1975,hasSolarPotential,255.0
location_4957_4158,produces,solar_energy
location_10397_5800,produces,solar_energy
location_520_6937,hasSolarPotential,255.0
location_9546_9428,produces,solar_energy
location_163_5349,hasSolarPotential,255.0
location_9448_4745,produces,solar_energy
location_7089_931,hasSolarPotential,255.0
location_3261_9112,produces,solar_energy
location_3438_4320,produces,solar_energy
location_13305_3673,hasSolarPotential,255.0
location_9980_3630,produces,solar_energy
location_3679_6215,hasSolarPotential,255.0
location_1204_7432,hasSolarPotential,255.0
location_9157_8251,produces,solar_energy
location_10611_4360,hasSolarPotential,255.0
location_9321_1392,produces,solar_energy
location_12693_6461,produces,solar_energy
location_7408_5536,produces,solar_energy
location_10725_2082,produces,solar_energy
location_8500_7961,produces,solar_energy
location_6419_1436,produces,solar_energy
location_2957_1067,produces,solar_energy
location_6951_5989,hasSolarPotential,255.0
location_3122_5901,hasSolarPotential,64.0
location_7849_6025,hasSolarPotential,255.0
location_4916_293,hasSolarPotential,255.0
location_8673_8562,produces,solar_energy
location_11462_5252,hasSolarPotential,227.0
location_2323_7938,produces,solar_energy
location_14004_3723,produces,solar_energy
location_10812_220,hasSolarPotential,255.0
location_9512_5585,hasSolarPotential,255.0
location_8250_400,hasSolarPotential,255.0
location_493_8782,hasSolarPotential,255.0
location_8318_8096,hasSolarPotential,252.0
location_4046_7428,hasSolarPotential,255.0
location_9914_1016,hasSolarPotential,255.0
location_4535_1662,hasSolarPotential,255.0
location_4622_1941,hasSolarPotential,255.0
location_9943_4382,hasSolarPotential,255.0
location_3268_3297,hasSolarPotential,255.0
location_11868_1363,produces,solar_energy
location_13853_6966,hasSolarPotential,255.0
location_4669_6180,hasSolarPotential,255.0
location_12450_6975,hasSolarPotential,255.0
location_12198_5095,hasSolarPotential,255.0
location_12163_7772,produces,solar_energy
location_3408_545,produces,solar_energy
location_2096_1174,produces,solar_energy
location_12331_828,produces,solar_energy
location_1459_1944,produces,solar_energy
location_1438_6180,produces,solar_energy
location_3925_9352,hasSolarPotential,255.0
location_10938_6326,produces,solar_energy
location_4745_7894,hasSolarPotential,255.0
location_8293_4925,produces,solar_energy
location_9536_7786,hasSolarPotential,243.0
location_11994_354,produces,solar_energy
location_10340_9054,produces,solar_energy
location_2629_1106,produces,solar_energy
location_3529_8869,hasSolarPotential,255.0
location_7780_7611,produces,solar_energy
location_6998_4320,hasSolarPotential,255.0
location_5948_7058,hasSolarPotential,255.0
location_11300_2361,produces,solar_energy
location_12216_6117,hasSolarPotential,242.0
location_10300_2383,hasSolarPotential,255.0
location_3491_904,produces,solar_energy
location_10118_9307,produces,solar_energy
location_994_6270,produces,solar_energy
location_5667_7988,hasSolarPotential,255.0
location_5405_8614,hasSolarPotential,255.0
location_8563_1166,produces,solar_energy
location_1496_1038,hasSolarPotential,255.0
location_6718_5647,hasSolarPotential,255.0
location_4352_5468,hasSolarPotential,241.0
location_11832_5892,hasSolarPotential,242.0
location_10022_1745,hasSolarPotential,255.0
location_2043_8111,produces,solar_energy
location_6432_7596,hasSolarPotential,255.0
location_3852_6014,hasSolarPotential,255.0
location_8716_8404,produces,solar_energy
location_13178_558,produces,solar_energy
location_2721_2596,hasSolarPotential,255.0
location_13796_8142,produces,solar_energy
location_10688_1666,hasSolarPotential,255.0
location_4143_637,produces,solar_energy
location_2339_377,produces,solar_energy
location_3812_8280,produces,solar_energy
location_10937_5830,hasSolarPotential,255.0
location_13697_4177,hasSolarPotential,255.0
location_8298_4908,hasSolarPotential,255.0
location_12310_2857,produces,solar_energy
location_12516_2586,hasSolarPotential,255.0
location_9485_5588,produces,solar_energy
location_12242_5363,hasSolarPotential,252.0
location_1677_8112,hasSolarPotential,255.0
location_12084_9167,produces,solar_energy
location_10239_5371,produces,solar_energy
